20	10
8	55	7	42	6	60	9	10	2	34	1	14	5	95	4	22	0	58	3	19	
4	32	5	75	3	66	9	79	0	5	8	52	6	34	7	114	2	48	1	42	
5	16	4	107	2	89	6	58	1	20	7	30	0	84	3	31	9	119	8	16	
1	95	5	88	0	40	3	85	2	117	7	37	8	19	6	62	9	78	4	60	
2	43	5	25	6	50	9	54	1	49	3	11	8	62	0	19	7	12	4	141	
1	7	4	54	0	39	2	30	9	8	8	40	5	7	3	76	7	95	6	13	
5	22	9	39	0	46	4	28	6	70	3	24	2	34	1	91	8	50	7	14	
5	13	9	23	8	12	7	24	4	18	6	62	3	41	0	87	1	61	2	59	
1	28	8	40	0	112	2	60	9	42	3	30	5	33	6	25	4	55	7	14	
4	96	3	40	6	78	5	84	2	48	8	50	1	24	9	81	7	74	0	69	
4	7	7	32	9	36	2	9	3	87	8	71	5	110	6	18	1	34	0	8	
8	62	5	26	1	36	7	76	2	31	3	161	6	51	9	30	4	53	0	58	
2	15	4	79	3	48	1	59	8	26	6	49	7	27	0	13	9	84	5	7	
0	113	8	84	3	18	7	167	5	41	2	78	4	67	6	69	1	10	9	127	
9	72	0	75	4	61	8	44	6	30	2	20	5	14	3	62	7	24	1	29	
3	96	2	16	5	37	0	47	7	27	4	93	8	24	1	45	6	79	9	7	
1	38	7	20	8	53	3	20	4	53	5	48	6	44	0	10	2	103	9	89	
1	20	7	40	2	8	0	82	8	62	6	22	3	29	9	51	5	5	4	125	
2	69	3	50	4	37	9	62	0	60	6	9	7	99	8	9	1	39	5	34	
1	136	0	84	5	56	3	61	9	20	7	79	8	22	2	143	6	66	4	23	
