30	20
5	55	13	57	3	92	15	48	19	19	9	28	10	46	6	18	12	79	4	56	2	11	14	69	8	48	7	39	16	79	11	58	0	66	17	35	18	90	1	45	
13	39	2	60	15	55	12	17	4	97	9	107	3	29	7	29	5	2	0	23	8	14	14	32	6	71	19	108	1	69	10	14	18	13	17	29	16	59	11	51	
8	67	5	13	2	38	18	32	17	59	14	59	0	46	4	25	11	121	3	121	16	74	7	20	6	64	1	122	12	28	15	35	10	37	19	48	13	108	9	42	
13	38	8	95	0	36	11	61	3	92	14	18	7	65	4	15	18	76	6	54	19	18	5	23	2	63	9	62	10	83	15	22	17	107	1	40	12	38	16	38	
8	36	6	10	2	78	13	22	16	68	11	69	15	19	12	45	9	46	4	37	19	84	17	83	5	92	3	65	7	26	1	75	10	97	18	12	14	57	0	37	
1	12	13	11	10	51	0	25	2	35	12	76	19	5	5	14	17	30	16	50	18	38	4	15	15	6	8	96	7	66	6	84	14	4	11	47	3	102	9	26	
2	20	3	45	16	2	17	28	10	53	15	8	13	66	12	57	9	19	19	64	8	44	0	22	18	93	11	54	14	78	1	6	5	54	7	36	4	8	6	35	
12	53	10	31	17	37	4	89	3	128	11	32	2	83	19	24	8	30	9	84	13	33	14	122	7	43	18	16	15	35	6	58	16	38	1	91	5	45	0	71	
10	34	14	24	3	50	0	64	7	37	17	78	19	8	2	36	11	70	16	91	6	25	4	4	18	75	1	23	13	87	5	59	12	18	15	63	8	5	9	67	
0	30	2	31	3	37	9	74	8	97	12	18	16	82	13	66	4	4	10	10	6	58	19	4	15	8	1	42	5	26	17	86	7	73	14	109	18	43	11	17	
1	106	4	28	0	76	10	90	15	27	11	3	16	41	9	76	19	8	13	61	14	84	8	47	6	45	17	50	18	87	12	6	2	114	7	8	3	73	5	33	
6	24	5	86	9	27	10	3	0	80	2	82	3	119	12	7	11	62	7	39	13	36	8	66	19	67	14	57	16	40	4	56	17	57	1	96	18	20	15	48	
13	43	19	5	11	43	5	116	2	56	15	12	14	90	4	92	3	79	6	29	10	92	1	40	12	39	18	30	9	82	7	11	16	46	17	23	8	115	0	2	
10	69	3	31	4	72	9	53	17	48	8	85	0	43	19	61	2	69	11	43	12	36	1	30	18	8	15	57	5	35	16	45	6	43	14	42	13	1	7	74	
4	15	14	24	8	67	15	29	11	57	9	11	10	37	1	47	17	68	16	75	5	87	18	57	6	93	13	80	19	68	12	34	7	57	3	117	2	71	0	59	
4	36	9	12	18	22	19	84	3	76	17	59	15	1	16	54	5	15	8	29	11	73	14	82	0	36	2	96	1	88	12	98	6	98	10	57	13	30	7	83	
17	68	10	72	13	71	19	2	0	79	12	12	14	25	18	8	2	73	5	58	11	21	16	92	7	11	4	92	8	64	1	80	15	26	6	19	9	43	3	59	
19	95	13	3	9	49	3	6	6	100	17	41	7	71	16	30	5	39	14	48	15	13	18	33	0	26	2	61	1	55	12	130	8	19	11	33	10	76	4	11	
9	90	11	75	17	106	13	131	3	1	1	91	10	21	16	107	0	35	5	77	7	25	6	107	4	47	2	13	18	40	15	59	14	3	19	118	8	7	12	86	
17	56	8	15	13	40	7	42	4	98	0	75	6	27	9	141	16	20	18	108	11	51	5	94	10	9	12	98	2	9	19	58	15	25	14	49	3	130	1	79	
17	73	2	22	7	26	16	92	6	48	12	91	14	60	9	2	3	94	18	41	0	4	4	96	5	83	8	26	1	12	19	94	10	5	11	34	15	11	13	53	
0	33	7	24	16	25	12	22	3	117	6	64	19	58	2	4	10	25	9	55	18	35	8	99	13	5	5	99	11	59	4	14	15	48	1	60	17	67	14	40	
10	6	18	13	4	21	5	88	12	18	6	3	9	1	1	96	11	9	13	94	8	85	7	72	17	85	0	17	2	23	14	50	19	69	15	38	16	13	3	1	
14	76	0	17	5	71	11	61	9	108	19	105	10	38	15	69	2	24	3	62	4	24	18	85	17	4	13	7	12	121	7	34	6	67	1	66	16	28	8	91	
11	96	6	98	18	68	14	59	16	40	0	60	17	74	10	52	9	59	2	55	7	73	4	79	19	24	5	38	8	51	1	93	12	3	15	62	13	37	3	95	
18	64	13	32	10	25	12	92	1	37	9	52	0	80	7	108	2	45	5	117	16	63	6	58	17	56	8	26	14	65	3	10	4	47	11	66	19	69	15	27	
14	112	2	73	19	11	10	5	11	88	16	7	9	73	7	62	15	37	1	86	5	13	13	10	4	37	8	86	18	14	0	95	3	46	12	1	6	68	17	54	
0	28	18	75	8	93	9	43	12	84	17	60	16	40	19	30	15	53	11	80	2	68	13	27	3	56	10	74	5	64	7	45	6	19	4	76	1	57	14	106	
18	74	11	60	9	7	14	128	4	39	0	46	16	60	3	49	8	53	6	37	13	22	15	26	7	33	2	76	10	52	12	43	19	7	17	40	5	66	1	12	
16	39	3	78	9	91	6	26	2	65	18	115	11	50	1	27	4	66	0	94	5	43	7	38	12	70	15	37	8	71	14	15	13	83	19	26	10	130	17	77	
